iter	Passed	Remaining
643	19038	10524
644	19067	10494
645	19098	10465
646	19128	10436
647	19157	10406
648	19187	10377
649	19221	10349
650	19252	10321
651	19281	10291
652	19309	10261
653	19338	10230
654	19365	10200
655	19394	10170
656	19421	10139
657	19450	10109
658	19480	10080
659	19509	10050
660	19540	10021
661	19567	9990
662	19598	9961
663	19627	9931
664	19657	9902
665	19686	9872
666	19717	9843
667	19745	9813
668	19773	9783
669	19804	9754
670	19833	9724
671	19864	9695
672	19892	9665
673	19921	9635
674	19948	9604
675	19979	9575
676	20009	9546
677	20036	9515
678	20066	9486
679	20094	9456
680	20125	9427
681	20153	9397
682	20184	9368
683	20217	9340
684	20248	9311
685	20277	9281
686	20308	9252
687	20336	9222
688	20367	9193
689	20397	9164
690	20425	9133
691	20453	9103
692	20481	9073
693	20513	9044
694	20543	9015
695	20573	8986
696	20603	8956
697	20631	8926
698	20662	8897
699	20690	8867
700	20721	8838
701	20750	8808
702	20779	8778
703	20808	8748
704	20840	8720
705	20869	8690
706	20899	8661
707	20928	8631
708	20959	8602
709	20988	8572
710	21015	8542
711	21043	8512
712	21073	8482
713	21103	8453
714	21131	8423
715	21159	8392
716	21193	8365
717	21226	8336
718	21258	8308
719	21289	8279
720	21317	8249
721	21346	8219
722	21375	8189
723	21403	8159
724	21432	8129
725	21461	8099
726	21490	8070
727	21518	8039
728	21546	8009
729	21575	7980
730	21604	7950
731	21633	7920
732	21662	7890
733	21691	7860
734	21720	7831
735	21750	7801
736	21778	7771
737	21806	7741
738	21835	7711
739	21863	7681
740	21892	7652
741	21920	7621
742	21949	7592
743	21978	7562
744	22005	7532
745	22033	7502
746	22062	7472
747	22089	7442
748	22119	7412
749	22147	7382
750	22176	7352
751	22210	7324
752	22241	7295
753	22271	7266
754	22298	7236
755	22328	7206
756	22356	7176
757	22385	7146
758	22414	7117
759	22441	7086
760	22469	7056
761	22499	7027
762	22528	6997
763	22556	6967
764	22584	6937
765	22612	6907
766	22642	6878
767	22670	6848
768	22701	6819
769	22729	6789
770	22756	6759
771	22784	6729
772	22818	6700
773	22846	6670
774	22874	6640
775	22902	6611
776	22931	6581
777	22960	6551
778	22989	6521
779	23017	6492
780	23046	6462
781	23074	6432
782	23103	6402
783	23132	6373
784	23161	6343
785	23193	6314
786	23225	6285
787	23253	6255
788	23282	6226
789	23310	6196
790	23342	6167
791	23371	6137
792	23399	6108
793	23428	6078
794	23456	6048
795	23487	6019
796	23517	5990
797	23547	5960
798	23574	5930
799	23602	5900
800	23630	5870
801	23657	5840
802	23686	5811
803	23716	5781
804	23744	5751
805	23772	5721
806	23802	5692
807	23831	5662
808	23858	5632
809	23886	5603
810	23914	5573
811	23943	5543
812	23973	5514
813	24002	5484
814	24030	5454
815	24059	5425
816	24089	5395
817	24120	5366
818	24148	5336
819	24184	5308
820	24215	5279
821	24243	5249
822	24271	5220
823	24299	5190
824	24328	5160
825	24357	5130
826	24385	5101
827	24414	5071
828	24445	5042
829	24474	5012
830	24502	4982
831	24530	4953
832	24559	4923
833	24585	4893
834	24614	4863
835	24643	4834
836	24674	4805
837	24704	4775
838	24734	4746
839	24762	4716
840	24791	4687
841	24819	4657
842	24847	4627
843	24874	4597
844	24904	4568
845	24932	4538
846	24962	4509
847	24989	4479
848	25016	4449
849	25044	4419
850	25074	4390
851	25103	4360
852	25131	4330
853	25161	4301
854	25195	4272
855	25225	4243
856	25254	4213
857	25282	4184
858	25313	4154
859	25343	4125
860	25371	4096
861	25400	4066
862	25429	4036
863	25459	4007
864	25489	3978
865	25518	3948
866	25547	3919
867	25576	3889
868	25606	3860
869	25635	3830
870	25665	3801
871	25697	3772
872	25727	3742
873	25755	3713
874	25784	3683
875	25812	3653
876	25843	3624
877	25871	3594
878	25901	3565
879	25931	3536
880	25960	3506
881	25991	3477
882	26019	3447
883	26047	3418
884	26076	3388
885	26104	3358
886	26133	3329
887	26169	3300
888	26201	3271
889	26231	3242
890	26260	3212
891	26289	3183
892	26317	3153
893	26345	3123
894	26375	3094
895	26404	3064
896	26433	3035
897	26461	3005
898	26489	2976
899	26519	2946
900	26549	2917
901	26579	2887
902	26607	2858
903	26637	2828
904	26666	2799
905	26695	2769
906	26722	2740
907	26751	2710
908	26781	2681
909	26810	2651
910	26839	2622
911	26869	2592
912	26897	2563
913	26926	2533
914	26955	2504
915	26988	2474
916	27022	2445
917	27050	2416
918	27078	2386
919	27108	2357
920	27137	2327
921	27169	2298
922	27203	2269
923	27232	2239
924	27263	2210
925	27293	2181
926	27322	2151
927	27350	2122
928	27380	2092
929	27408	2063
930	27440	2033
931	27468	2004
932	27495	1974
933	27523	1944
934	27549	1915
935	27580	1885
936	27611	1856
937	27639	1826
938	27668	1797
939	27696	1767
940	27726	1738
941	27755	1708
942	27783	1679
943	27811	1649
944	27839	1620
945	27868	1590
946	27897	1561
947	27929	1531
948	27957	1502
949	27986	1472
950	28013	1443
951	28040	1413
952	28068	1384
953	28096	1354
954	28124	1325
955	28157	1295
956	28191	1266
957	28221	1237
958	28252	1207
959	28284	1178
960	28312	1149
961	28339	1119
962	28368	1089
963	28395	1060
964	28425	1030
965	28454	1001
966	28483	972
967	28511	942
968	28540	913
969	28567	883
970	28595	854
971	28625	824
972	28652	795
973	28682	765
974	28710	736
975	28739	706
976	28768	677
977	28796	647
978	28827	618
979	28856	588
980	28883	559
981	28910	529
982	28938	500
983	28966	470
984	28994	441
985	29023	412
986	29051	382
987	29078	353
988	29107	323
989	29138	294
990	29170	264
991	29200	235
992	29230	206
993	29259	176
994	29286	147
995	29315	117
996	29345	88
997	29373	58
998	29402	29
999	29429	0
